DRE;CODESC;TIPOESC;NOMES;NOMESCOFI;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
IQ;400259;CEI DIRET ;VILA RAMOS;VILA RAMOS;;ITAQUERA;ITAQUERA;RUA LARANJA DE NATAL;251;PARQUE GUARANI;8235750;20422002;;20481179;Ativa;37;ITAQUERA;3707;35237462;35237462;161076136000000;ZERO A 6A E 11M;02/03/1985;20.719;01/03/1985;;22/05/2007;;;DIR;-46466572;-23518716;31/12/2015
IQ;400263;CEI DIRET ;VILA SANTA TERESINHA;VILA SANTA TERESINHA;;ITAQUERA;ITAQUERA;RUA MAJOR VITORINO DE SOUZA ROCHA;148;VILA SANTA TERESINHA;8247080;22058662;20723331;;Ativa;47;JOSE BONIFACIO;4701;35237577;35237577;161076151000000;ZERO A 6A E 11M;05/10/1984;20.208;05/10/1984;;25/10/2014;;;DIR;-46431515;-23537471;31/12/2015
IQ;19403;EMEI      ;VILA VERDE;VILA VERDE;;ITAQUERA;ITAQUERA;RUA ORLANDO FRATUCELLI;150;VILA VERDE;8230520;20519503;;;Ativa;37;ITAQUERA;3705;35400099;35400099;161076190000000;;09/08/2008;49880;08/08/2008;;;;;DIR;-46447238;-23521527;31/12/2015
IQ;306875;CR.P.CONV ;VIRTUDE DA CRIANCA;VIRTUDE DA CRIANCA;;ITAQUERA;ITAQUERA;AVENIDA NOSSA SENHORA DE GUADALUPE;327;JARDIM HELENA;8420130;38089593;;;Ativa;47;JOSE BONIFACIO;4702;35355562;35355562;;0A A3A;19/11/2007;2007.0.214.630.3;19/11/2007;19/11/2007;18/09/2014;;;CON;-46430058;-23542255;31/12/2015
IQ;307145;CR.P.CONV ;VIRTUDE DA CRIANCA III;VIRTUDE DA CRIANCA III;;ITAQUERA;ITAQUERA;RUA GONÇALVES COELHO;23;VILA SANTA TERESINHA;8247056;20561191;;;Ativa;47;JOSE BONIFACIO;4701;35434279;35434279;;ZERO A 3 ANOS;09/09/2009;2009.0.084.160.1;09/09/2009;09/09/2009;11/11/2011;;;CON;-46436130;-23537118;31/12/2015
IQ;307216;CR.P.CONV ;VIRTUDE DA CRIANCA IV;VIRTUDE DA CRIANCA IV;;ITAQUERA;ITAQUERA;RUA BELO VALE;303;JARDIM HELENA;8420250;25520674;;;Ativa;47;JOSE BONIFACIO;4702;35440954;35440954;;0 A 3 ANOS ;08/03/2010;2009.0.191.097.6;08/03/2010;08/03/2010;;;;CON;-46427570;-23542357;31/12/2015
IQ;307779;CR.P.CONV ;VITORIA;VITORIA;;ITAQUERA;ITAQUERA;RUA GUIRA;408;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;8223100;20435556;;;Ativa;37;ITAQUERA;3707;35472256;35472256;;0A A 3A;10/05/2012;2,01101E+11;10/05/2012;10/05/2012;09/10/2012;;;CON;-46473084;-23529636;31/12/2015
JT;98973;EMEI      ;9 DE JULHO;9 DE JULHO;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA DOS MÁRTIRES ARMÊNIOS;934;BARRO BRANCO (ZONA NORTE);2345000;29961551;29520302;;Ativa;82;TUCURUVI;8201;35095588;35095588;161069155000000;;01/10/1987;24.675;01/10/1987;;16/03/1991;;JARDIM LEONOR MENDES DE BARROS;DIR;-46610781;-23467481;31/12/2015
JT;305967;ESC.PART. ;A TURMA DO MANDA CHUVA;A TURMA DO MANDA CHUVA;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA QUEDAS;48;VILA ISOLINA MAZZEI;2082030;;;;Ativa;;VILA GUILHERME;;35171281;35171281;;;;;;;16/08/2000;;;PAR;;;31/12/2015
JT;307413;ESC.PART. ;ABC;ABC;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA OSAKA;754;JARDIM JAPÃO;2124040;;;;Ativa;89;VILA MARIA;8905;35446233;35446233;;;12/11/2010;41;10/11/2010;;12/11/2010;;;PAR;-46574647;-23504933;31/12/2015
JT;302821;ESC.PART. ;ABC EEI;ABC EEI;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA QUEDAS;133;VILA ISOLINA MAZZEI;2273000;;;;Ativa;;VILA MARIA;;35138204;35138204;;;;;;;18/10/1995;;ABC E.E.I.;PAR;;;31/12/2015
JT;400001;CEI DIRET ;ADELAIDE LOPES RODRIGUES;ADELAIDE LOPES RODRIGUES;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA ALFERES MAGALHÃES;211;SANTANA;2034006;29503571;29797400;;Ativa;70;SANTANA;7007;35238399;35238399;161069148000000;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;22/05/2007;;;DIR;-46624418;-23505033;31/12/2015
JT;94676;EMEF      ;ADOLPHO OTTO DE LAET, PROF.;ADOLPHO OTTO DE LAET, PROF.;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA ISIDORO DE LAET;165;ÁGUA FRIA;2408030;29738586;29786301;29738586;Ativa;70;SANTANA;7005;35053764;35053764;161069147000000;;24/08/1956;3.206;23/08/1956;;10/04/1981;;ESCOLA MISTA DO MANDAQUI;DIR;-46626592;-23481582;31/12/2015
JT;308008;ESC.PART. ;ADRIANA SODRE, PROFESSORA;ADRIANA SODRE, PROFESSORA;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;AVENIDA JOÃO SIMÃO DE CASTRO;685;VILA SABRINA;2141000;;;;Ativa;92;VILA MEDEIROS;9202;35178056;35178056;;2A A 5A;22/11/2013;212;18/11/2013;;22/11/2013;;;PAR;-46569176;-23489071;31/12/2015
JT;307291;CR.P.CONV ;AGUINALDO SOARES;AGUINALDO SOARES;;JACANA/TREMEMBE;JACANA/TREMEMBE;AVENIDA FRANCISCO RODRIGUES;283;VILA CONSTANÇA;2259000;22066215;;;Ativa;39;JACANA;3904;35444005;35444005;;0A A 3A;22/06/2010;2009.0.234.825.2;10/06/2010;22/06/2010;05/11/2013;;;CON;-46581781;-23470735;31/12/2015
JT;308319;CR.P.CONV ;AIDA CONCEICAO PITTOL DA SILVA;AIDA CONCEICAO PITTOL DA SILVA;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA VISCONDE DE ANTUNES BRAGA;100;VILA DORNA;2322030;;;;Ativa;81;TREMEMBE;8105;35577534;35577534;;;17/07/2015;2,01501E+11;17/07/2015;;;;;CON;-46594107;-23446091;31/12/2015
JT;94862;EMEF      ;ALBERTO SANTOS DUMONT;ALBERTO SANTOS DUMONT;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA TENENTE SOTOMANO;1920;JARDIM BRASIL (ZONA NORTE);2226001;22125955;2201-8090;;Ativa;92;VILA MEDEIROS;9202;35054410;35054410;161069188000000;;02/08/1971;9.586;02/08/1971;;10/04/1981;;E.M.VILA SABRINA II;DIR;-46571407;-23486481;31/12/2015
JT;308219;ESC.PART. ;ALEGRIA DA VILA, E.E.I.;ALEGRIA DA VILA, E.E.I.;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA IBIMIRIM;85;VILA NOVA MAZZEI;2312020;;;;Ativa;82;TUCURUVI;8202;35567504;35567504;;0 A 5 ANOS;23/12/2014;138;19/12/2014;;;;;PAR;-46595524;-23467666;31/12/2015
JT;306439;CR.P.CONV ;AMAS AGUA FRIA;AMAS AGUA FRIA;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA ÁGUA FRIA;308;ÁGUA FRIA;2332000;29594114;;;Ativa;70;SANTANA;7005;35180208;35180208;;2 A 3 A ;;;;20/07/2002;05/12/2013;;;CON;-46622927;-23486075;31/12/2015
JT;306438;CR.P.CONV ;AMAS TUCURUVI;AMAS TUCURUVI;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA CARDEAL ENRICO DANTE;104;VILA NOVA MAZZEI;2317120;22418810;;;Ativa;81;TREMEMBE;8105;35183258;35183258;;2A A 3A;;;;20/07/2002;;;;CON;-46590896;-23457289;31/12/2015
JT;92185;EMEI      ;ANA NERI;ANA NERI;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA SOLDADO ALBINO CESAR;25;PARQUE NOVO MUNDO;2180010;29540558;29675166;;Ativa;89;VILA MARIA;8903;35052590;35052590;161069166000000;;03/04/1975;11.919;03/04/1975;;30/07/1985;;;DIR;-46566306;-23521742;31/12/2015
JT;92169;EMEI      ;ANCHIETA, PE.;ANCHIETA, PE.;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA MARIA CANDIDA;1592;VILA GUILHERME;2071002;29092266;29093661;;Ativa;86;VILA GUILHERME;8601;35052565;35052565;161069161000000;;;;;;30/07/1985;;VILA GUILHERME - PI 20;DIR;-46600064;-23507442;31/12/2015
JT;400443;CEI INDIR ;ANDRE NUNES JUNIOR, VER.;ANDRE NUNES JUNIOR, VER.;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA SANTO STEFANO;118;VILA ISOLINA MAZZEI;2084030;29011574;;;Ativa;86;VILA GUILHERME;8603;35183325;35183325;;0A A 3A;13/02/1988;25.341;13/02/1988;20/04/2002;05/04/2012;;VILA ISOLINA MAZZEI;CON;-46599627;-23496578;31/12/2015
JT;306325;CR.P.CONV ;ANDRE REGO DOS SANTOS;ANDRE REGO DOS SANTOS;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA SÃO TEÓFILO;804;VILA MEDEIROS;2213040;29496633;;;Ativa;92;VILA MEDEIROS;9205;35183386;35183386;;1 A 3 A;;;;20/07/2002;;;;CON;-46588360;-23498025;31/12/2015
JT;400005;CEI DIRET ;ANITA CASTALDI ZAMPIROLLO, PROFA.;ANITA CASTALDI ZAMPIROLLO, PROFA.;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA DOUTOR CESAR;485;SANTANA;2013002;29765226;29500224;;Ativa;70;SANTANA;7002;35238387;35238387;161069152000000;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;22/05/2007;;;DIR;-46630999;-23502847;31/12/2015
JT;17442;EMEFM     ;ANTONIO SAMPAIO, VER.;ANTONIO SAMPAIO, VER.;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA VOLUNTÁRIOS DA PÁTRIA;733;SANTANA;2011000;22215599;22214615;;Ativa;70;SANTANA;7001;35207676;35207676;161069149000000;;30/07/1996;36.240;30/07/1996;;26/10/1996;;;DIR;-46626685;-23514191;31/12/2015
JT;94889;EMEF      ;ANTONIO SANT ANA GALVAO, FREI;ANTONIO SANT ANA GALVAO, FREI;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA GENERAL JERONIMO FURTADO;715;JARDIM MODELO;2237000;22418945;22417328;;Ativa;39;JACANA;3903;35054446;35054446;161069101000000;;02/04/1957;3.530;02/04/1957;;10/04/1981;;ESCOLA MASCULINA MUNICIPAL DO JARDIM ALIANCA;DIR;-46569547;-23464322;31/12/2015
JT;307496;ESC.PART. ;ARCO-IRIS;ARCO-IRIS;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA CAMPO COMPRIDO;365;VILA ROMERO;2469120;;;;Ativa;51;MANDAQUI;5103;35445496;35445496;;3 M A 5 A;24/09/2010;27;24/09/2010;;24/09/2010;;;PAR;-46384647;-23297740;31/12/2015
JT;307382;ESC.PART. ;ARCO-IRIS;ARCO-IRIS;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA CAMPO COMPRIDO;365;VILA ROMERO;2469120;;;;Ativa;51;MANDAQUI;5103;35445496;35445496;;3M A 5A;28/09/2010;27;24/09/2010;;28/09/2010;;;PAR;-46646243;-23485482;31/12/2015
JT;301540;ESC.PART. ;ARTE DO SABER E.E.I.;ARTE DO SABER E.E.I.;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA DIREITOS HUMANOS;2552;MANDAQUI;2475002;;;;Ativa;51;MANDAQUI;5102;35170549;35170549;;;;;;;20/02/1998;;;PAR;-46635810;-23473415;31/12/2015
JT;91791;EMEI      ;ARTHUR ETZEL;ARTHUR ETZEL;;JACANA/TREMEMBE;SANTANA/TUCURUVI;PARQUE DOMINGOS LUIS;20;JARDIM SAO PAULO;2043080;29731598;;;Ativa;70;SANTANA;7006;35052224;35052224;161069146000000;;;;;;30/07/1985;;JARDIM SAO PAULO - PI 15;DIR;-46617591;-23490235;31/12/2015
JT;94803;EMEF      ;ARY GOMES, CEL.;ARY GOMES, CEL.;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA BENEDITO ALESSIO;184;JARDIM ANDARAI;2166100;29674106;29541721;;Ativa;89;VILA MARIA;8904;35054720;35054720;161069167000000;;23/01/1967;6.855;23/01/1967;;06/04/1981;;ESCOLAS AGRUPADAS JARDIM ANDARAI;DIR;-46582024;-23526136;31/12/2015
JT;306708;CR.P.CONV ;ASBEN II;ASBEN II;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA DO GUACÁ;1392;LAUZANE PAULISTA;2435001;22350009;;;Ativa;51;MANDAQUI;5104;35288251;35288251;;2 A 4 A;;;;08/02/2006;01/06/2011;;ASSOC BEM ESTAR SOCIAL - UNID II;CON;-46632492;-23475481;31/12/2015
JT;306937;CR.P.CONV ;ASBEN III;ASBEN III;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA ULTRAMARINO;909;LAUZANE PAULISTA;2441001;22330329;;;Ativa;51;MANDAQUI;5102;35390586;35390586;;DE 01 A 3 ANOS;02/06/2008;2008.0.093.287.7;02/06/2008;02/06/2008;10/12/2011;;VILA AMALIA;CON;-46642059;-23470779;31/12/2015
JT;501476;MOVA      ;ASS MORADORES ZONA NORTE - NUCLEO JD SAO JOAO;ASS MORADORES ZONA NORTE - NUCLEO JD SAO JOAO;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA NOVA;22;JARDIM SÃO JOÃO;2365054;;;;Ativa;81;TREMEMBE;8103;;;;;07/04/2014;3582014;07/04/2014;;;;;CON;-46586960;-23434685;31/12/2015
JT;500574;MOVA      ;ASS MORADORES ZONA NORTE UNID II JT;ASS MORADORES ZONA NORTE UNID II JT;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA TERESA CARRERO;563;JARDIM JAÇANÃ;2328000;62417833;;;Ativa;81;TREMEMBE;8105;;;;;;;;29/08/2006;;;;CON;-46586262;-23450693;31/12/2015
JT;500577;MOVA      ;ASS MORADORES ZONA NORTE UNID IV JT;ASS MORADORES ZONA NORTE UNID IV JT;;JACANA/TREMEMBE;JACANA/TREMEMBE;TRAVESSA DA FELICIDADE;1;JARDIM PORTAL I E II;2327070;;;;Ativa;81;TREMEMBE;8104;;;;;;;;03/07/2006;;;;CON;-46576318;-23442906;31/12/2015
JT;500578;MOVA      ;ASS MORADORES ZONA NORTE UNID V JT;ASS MORADORES ZONA NORTE UNID V JT;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA CLÓVIS SALGADO;190;JARDIM DAS PEDRAS;2367000;69952611;;;Ativa;81;TREMEMBE;8103;;;;;;;;03/07/2006;;;;CON;-46589408;-23419801;31/12/2015
JT;501002;MOVA      ;ASSOC COMUN RAIO DE CRISTAL UNID II JT;ASSOC COMUN RAIO DE CRISTAL UNID II JT;;JACANA/TREMEMBE;JACANA/TREMEMBE;TRAVESSA IGARAPE PROGRESSO;12;JARDIM JOAMAR;2325070;;;;Ativa;81;TREMEMBE;8102;;;;;;;;20/07/2006;;;;CON;-46584846;-23456218;31/12/2015
JT;501003;MOVA      ;ASSOC COMUN RAIO DE CRISTAL UNID III JT;ASSOC COMUN RAIO DE CRISTAL UNID III JT;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA PROFESSORA MARIA HOSNI CURY;107;PARQUE CASA DE PEDRA;2320190;62449243;;;Ativa;81;TREMEMBE;8105;;;;;;;;20/07/2006;;;;CON;-46601340;-23454307;31/12/2015
JT;306447;CR.P.CONV ;AUGUSTA CORDEIRO DA ROCHA;AUGUSTA CORDEIRO DA ROCHA;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA DOUTOR MARREI JÚNIOR;203;VILA DOM PEDRO II;2244020;37969683;37969682;;Ativa;82;TUCURUVI;8205;35183295;35183295;;0A A 3A;;;;20/07/2002;;;MAE WANDA;CON;-46605613;-23488699;31/12/2015
JT;308029;ESC.PART. ;BUSCA DO SABER;BUSCA DO SABER;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA ALFREDO MÁRIO PIZZOTI;203;VILA GUILHERME;2060040;;;;Ativa;86;VILA GUILHERME;8601;35812511;35812511;;3M A 5A;18/12/2013;224;11/12/2013;;18/12/2013;;;PAR;-46604943;-23518094;31/12/2015
JT;308018;CR.P.CONV ;CAMINHANDO PARA O FUTURO;CAMINHANDO PARA O FUTURO;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA COMANDANTE ANTÔNIO PAIVA SAMPAIO;820;PARQUE VITÓRIA;2269000;23861300;;;Ativa;82;TUCURUVI;8203;35499572;35499572;;DE 0 A 3 ANOS;;;;05/12/2013;;;;CON;-46595471;-23470037;31/12/2015
JT;308329;CR.P.CONV ;CAMINHANDO PARA O FUTURO II;CAMINHANDO PARA O FUTURO II;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA DOS FILHOS DA TERRA;634;JARDIM FILHOS DA TERRA;2325001;;;;Ativa;81;TREMEMBE;8105;35578319;35578319;;;24/07/2015;2,01502E+11;24/07/2015;;;;;CON;-46585453;-23452416;31/12/2015
JT;400021;CEI DIRET ;CANTIDIO NOGUEIRA SAMPAIO, VER.;CANTIDIO NOGUEIRA SAMPAIO, VER.;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA VICENTE QUEROL;150;JARDIM SÃO JOÃO (ZONA NORTE);2365008;29957667;29953485;;Ativa;81;TREMEMBE;8104;35238260;35238260;161069116000000;ZERO A 6A E 11M;13/02/1988;25.341;13/02/1988;;22/05/2007;;JARDIM MARTINS SILVA;DIR;-46584652;-23437227;31/12/2015
JT;307550;ESC.PART. ;CANTINHO DA JOANINHA SAPECA;CANTINHO DA JOANINHA SAPECA;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;AVENIDA JOSÉ MARIA FERNANDES;980;PARQUE NOVO MUNDO;2185030;;;;Ativa;89;VILA MARIA;8902;35334583;35334583;;;07/07/2011;121;30/06/2011;;07/07/2011;;;PAR;-46567586;-23507286;31/12/2015
JT;306326;CR.P.CONV ;CANTINHO FELIZ, BENEF;CANTINHO FELIZ, BENEF;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA SANTO ANTONIO DE LISBOA;439;VILA EDE;2202120;22012790;;;Ativa;92;VILA MEDEIROS;9204;35183349;35183349;;00 A 03 ANOS;;;;20/07/2002;;;;CON;-46591158;-23491242;31/12/2015
JT;92207;EMEI      ;CARLOS GOMES;CARLOS GOMES;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;PRACA PRESIDENTE JÂNIO DA SILVA QUADROS;316;JARDIM JAPÃO;2132000;29823111;29821444;;Ativa;89;VILA MARIA;8906;35052607;35052607;161069169000000;;;;;;19/03/1986;;JARDIM JAPAO NOVO - PI 107;DIR;-46583089;-23500476;31/12/2015
JT;307706;ESC.PART. ;CARMELA ARNONI, E. E. I.;CARMELA ARNONI, E. E. I.;;JACANA/TREMEMBE;JACANA/TREMEMBE;AVENIDA TENENTE JÚLIO PRADO NEVES;236;VILA ALBERTINA;2370000;;;;Ativa;81;TREMEMBE;8107;35483138;35483138;;0A A 5A;21/12/2011;284;15/12/2011;;21/12/2011;;;PAR;-46618960;-23463448;31/12/2015
JT;306327;CR.P.CONV ;CASA BATISTA DA AMIZADE;CASA BATISTA DA AMIZADE;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;AVENIDA EDGAR RUZZANT;591;JARDIM BRASIL;2225011;;;;Ativa;92;VILA MEDEIROS;9201;35183337;35183337;;02 A 3A ;;;;20/07/2002;11/09/2012;;;CON;-46574545;-23481123;31/12/2015
JT;308167;ESC.PART. ;CASTELO DO CANTO VERDE, C.R.I.;CASTELO DO CANTO VERDE, C.R.I.;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA ELIAS DE ALMEIDA;184;PARQUE CASA DE PEDRA;2319120;;;;Ativa;81;TREMEMBE;8105;35566263;35566263;;2 A 5 ANOS;05/11/2014;122;30/10/2014;;05/11/2014;;;PAR;-46591008;-23449056;31/12/2015
JT;400265;CEI DIRET ;CELIA REGINA KUHL, PROFA;CELIA REGINA KUHL, PROFA;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA CAETANO TEIXEIRA;291;JARDIM VIRGINIA BIANCA;2355270;22670866;29526558;;Ativa;81;TREMEMBE;8106;35238259;35238259;161069128000000;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;22/05/2007;;VIRGINIA BIANCA;DIR;-46610060;-23453157;31/12/2015
JT;19046;EMEF      ;CELIA REGINA LEKEVICIUS CONSOLIN, PROFA.;CELIA REGINA LEKEVICIUS CONSOLIN, PROFA.;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA GIUSEPPE MARINO;S/N   ;PARQUE NOVO MUNDO;2181190;29557255;29673221;;Ativa;89;VILA MARIA;8901;35223165;35223165;161069170000000;;27/08/1997;37.023;27/08/1997;;13/03/2001;;CHACARA BELA VISTA;DIR;-46556937;-23517426;31/12/2015
JT;16721;EMEI      ;CELSO DE SOUSA OLIVEIRA, PROF.;CELSO DE SOUSA OLIVEIRA, PROF.;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA ROBERTO LANARI;1000;CONJUNTO HABITACIONAL JOVA RURAL;2281209;22411533;22497016;;Ativa;39;JACANA;3902;35201935;35201935;161069100000000;;23/01/1996;35.817;23/01/1996;;13/03/2001;;;DIR;-46576547;-23450156;31/12/2015
JT;306328;CR.P.CONV ;CENT COMUN JOAO PAULO I - NC CON ANTONIO TOZELLI;CENT COMUN JOAO PAULO I - NC CON ANTONIO TOZELLI;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;AVENIDA EDU CHAVES;1500;PARQUE EDU CHAVES;2229001;22470436;;;Ativa;92;VILA MEDEIROS;9201;35183313;35183313;;02 A 3 ANOS ;;;;20/07/2002;22/10/2011;;CENT COMUN JOAO PAULO I - NC CON ANTONIO TOZE;CON;-46566773;-23480461;31/12/2015
JT;307135;ESC.PART. ;CENTRO EDUCACIONAL FAGOTTI;CENTRO EDUCACIONAL FAGOTTI;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA GENERAL ATALIBA LEONEL;3809;SANTANA;2033000;;;;Ativa;70;SANTANA;7005;35325512;35325512;;ZERO A 5 A;01/09/2009;32;26/08/2009;;;;;PAR;-46514098;-23490504;31/12/2015
JT;200174;CIEJA     ;CENTRO INT ED JOVENS E ADULTOS - SANTANA/TUCURUVI;CENTRO INT ED JOVENS E ADULTOS - SANTANA/TUCURUVI;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA CORONEL JOÃO DA SILVA FEIJÓ;34;PARQUE MANDAQUI;2422200;22332170;;22332343;Ativa;51;MANDAQUI;5104;35259421;35259421;161069134000000;;17/12/1999;38.817;16/12/1999;;;;CEMES - CENTRO MUN.DE ENS.SUPLETIVO -DREM 02;DIR;-46639034;-23468477;31/12/2015
JT;200069;CIEJA     ;CENTRO INT ED JOVENS E ADULTOS - VILA MARIA/VILA GUILHERME;CENTRO INT ED JOVENS E ADULTOS - VILA MARIA/VILA GUILHERME;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA FRANCISCO FRANCO MACHADO;68;VILA SABRINA;2139020;22016502;;29817284;Ativa;92;VILA MEDEIROS;9202;35256456;35256456;161069190000000;;25/11/1995;35.703;25/11/1995;;;;CEMES - CENTRO MUN.DE ENS.SUPLETIVO -DREM 02;DIR;-46573304;-23492349;31/12/2015
JT;400750;CEI INDIR ;CEREJEIRAS;CEREJEIRAS;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA SOLDADO JOSÉ HIGASKINO;5;JARDIM JAPÃO;2142030;29397293;;;Ativa;89;VILA MARIA;8905;35474548;35474548;;0A A 3A;01/06/2012;2,01201E+11;01/06/2012;01/06/2012;17/11/2015;;JENNY KLABIN SEGALL;CON;-46575400;-23510122;31/12/2015
JT;400449;CEI INDIR ;CHACARA BELA VISTA;CHACARA BELA VISTA;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA GIUSEPPE MARINO;180;PARQUE NOVO MUNDO;2181190;29671505;;;Ativa;89;VILA MARIA;8901;35182564;35182564;;DE 01 A 03 ANOS;;;;01/07/2002;12/08/2011;;;CON;-46556890;-23517515;31/12/2015
JT;400586;CEI INDIR ;CHACARA BELA VISTA II;CHACARA BELA VISTA II;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA GIUSEPPE MARINO;90;PARQUE NOVO MUNDO;2181190;2207-0412;;;Ativa;89;VILA MARIA;8901;35285791;35285791;161069200000000;0 A 3 ANOS;22/12/2005;46.836;21/12/2005;02/03/2006;20/08/2011;;;CON;-46557566;-23517394;31/12/2015
JT;92231;EMEI      ;CIDADE FERNAO DIAS;CIDADE FERNAO DIAS;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA DO BANDOLIM;27;JARDIM JULIETA;2161080;22016349;29317209;22129879;Ativa;92;VILA MEDEIROS;9202;35085509;35085509;161069187000000;;26/06/1981;17.382;26/06/1981;;;;;DIR;-46569004;-23489806;31/12/2015
JT;400030;CEI DIRET ;CIDADE NOVA DO PARQUE NOVO MUNDO;CIDADE NOVA DO PARQUE NOVO MUNDO;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA NOSSA SENHORA DA APARECIDA;215;PARQUE VILA MARIA;2169290;29558724;;29544958;Ativa;89;VILA MARIA;8904;35238454;35238454;161069168000000;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;22/05/2007;;;DIR;-46575367;-23520214;31/12/2015
JT;19127;EMEI      ;CLEIDE MOREIRA DOS SANTOS, PROFA.;CLEIDE MOREIRA DOS SANTOS, PROFA.;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA DELMAR SOARES;S/N   ;VILA PEDRA BRANCA;2635170;22315201;22585463;;Ativa;51;MANDAQUI;5101;35223153;35223153;161069131000000;;08/12/1997;37.206;08/12/1997;;13/03/2001;;PEDRA BRANCA;DIR;-46644401;-23455094;31/12/2015
JT;400678;CEI INDIR ;COHAB SONDA II ROSE VALEZIN;COHAB SONDA II ROSE VALEZIN;;JACANA/TREMEMBE;JACANA/TREMEMBE;TRAVESSA CACHOEIRA ESPERANÇA;S/N   ;JARDIM CABUÇU;2238320;22470648;;22470648;Ativa;39;JACANA;3903;35381123;35381123;161069202000000;ZERO A 4 A;08/01/2008;49125;07/01/2008;14/02/2008;30/07/2011;;COHAB SONDA II;CON;-46565525;-23470104;31/12/2015
JT;307502;ESC.PART. ;CORDEIRINHO FILIAL, INSTITUTO INFANTIL;CORDEIRINHO FILIAL, INSTITUTO INFANTIL;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA JUDITH ZUMKELLER;330;PARQUE MANDAQUI;2422020;;;;Ativa;51;MANDAQUI;5104;35456846;35456846;;ZERO A 3 A ;14/04/2011;84;30/03/2011;;14/04/2011;;;PAR;-46633463;-23472084;31/12/2015
